"","pit_tag_number","observable","value","method","collection","unit","event","trial"
"3491","0900008800749958","c-reactive_protein","2.06","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"3492","0900008800749958","creatine_phosphokinase","3365.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3493","0900008800749958","neutrophils","1.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3494","0900008800749958","cholesterol","9.8","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3495","0900008800749958","haematocrit","43.5","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3496","0900008800749958","neutrophils_abs","0.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3497","0900008800749958","triglycerides","1.01","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3498","0900008800749958","haptoglobin","9.64","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"3499","0900008800749958","creatinine","17.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3500","0900008800749958","phosphate","3.05","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3501","0900008800749958","total_protein","35.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3502","0900008800749958","prostaglandin_e2","83.11","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"3503","0900008800749958","calcium","2.73","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3504","0900008800749958","alkaline_phosphatase","25.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3505","0900008800749958","urea","0.5","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3506","0900008800749958","cortisol","256.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"3507","0900008800749958","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3508","0900008800749958","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3509","0900008800749958","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3510","0900008800749958","white_blood_cell_count","23.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3511","0900008800749958","sodium","162.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3512","0900008800749962","monocytes","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3513","0900008800749962","albumin","19.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"3514","0900008800749962","alanine_aminotransferase","4.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3515","0900008800749962","total_protein","44.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"3516","0900008800749962","haptoglobin","12.04","plasma","blood_analyses","mg/dL","WT14","salmon_trial_1"
"3517","0900008800749962","alkaline_phosphatase","23.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3518","0900008800749962","creatinine","14.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"3519","0900008800749962","neutrophils","0.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3520","0900008800749962","aspartate_aminotransferase","308.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3521","0900008800749962","potassium","4.41","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3522","0900008800749962","lymphocytes","99.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3523","0900008800749962","sodium","173.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3524","0900008800749962","white_blood_cell_count","15.0","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3525","0900008800749962","haemoglobin","114.0","haematology","blood_analyses","g/L","WT14","salmon_trial_1"
"3526","0900008800749962","globulin","25.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"3527","0900008800749962","magnesium","1.21","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3528","0900008800749962","c-reactive_protein","0.96","plasma","blood_analyses","µg/mL","WT14","salmon_trial_1"
"3529","0900008800749962","triglycerides","0.73","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3530","0900008800749962","glutamate_dehydrogenase","105.9","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3531","0900008800749962","glucose","5.22","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3532","0900008800749962","monocytes_abs","0.2","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3533","0900008800749962","urea","0.5","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3534","0900008800749962","phosphate","3.76","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3535","0900008800749962","cholesterol","10.2","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3536","0900008800749962","creatine_phosphokinase","741.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3537","0900008800749962","lymphocytes_abs","14.9","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3538","0900008800749962","haematocrit","43.5","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3539","0900008800749962","calcium","3.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3540","0900008800749962","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"3541","0900008800749962","prostaglandin_e2","96.2","plasma","blood_analyses","pg/mL","WT14","salmon_trial_1"
"3542","0900008800749962","chloride","141.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3543","0900008800749962","neutrophils_abs","0.0","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3544","0900008800749962","cortisol","245.0","plasma","blood_analyses","nmol/L","WT14","salmon_trial_1"
"3545","0900008800749978","calcium","2.69","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3546","0900008800749978","haptoglobin","27.04","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"3547","0900008800749978","creatine_phosphokinase","5462.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3548","0900008800749978","alkaline_phosphatase","33.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3549","0900008800749978","urea","0.5","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3550","0900008800749978","total_protein","34.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3551","0900008800749978","prostaglandin_e2","81.66","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"3552","0900008800749978","cortisol","274.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"3553","0900008800749978","c-reactive_protein","1.82","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"3554","0900008800749978","glutamate_dehydrogenase","57.7","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3555","0900008800749978","cholesterol","10.6","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3556","0900008800749978","neutrophils_abs","0.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3557","0900008800749978","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3558","0900008800749978","potassium","3.37","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3559","0900008800749978","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3560","0900008800749978","triglycerides","1.08","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3561","0900008800749978","lymphocytes_abs","22.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3562","0900008800749978","creatinine","12.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3563","0900008800749978","haematocrit","37.5","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3564","0900008800749978","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3565","0900008800749978","lymphocytes","99.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3566","0900008800749978","glucose","4.66","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3567","0900008800749978","magnesium","0.95","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3568","0900008800749978","chloride","135.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3569","0900008800749978","sodium","160.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3570","0900008800749978","alanine_aminotransferase","8.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3571","0900008800749978","neutrophils","1.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3572","0900008800749978","globulin","20.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3573","0900008800749978","aspartate_aminotransferase","285.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3574","0900008800749978","albumin","14.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3575","0900008800749978","phosphate","3.49","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3576","0900008800749978","white_blood_cell_count","22.4","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3577","0900008800749991","haematocrit","39.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3578","0900008800749991","aspartate_aminotransferase","222.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3579","0900008800749991","chloride","133.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3580","0900008800749991","haemoglobin","97.0","haematology","blood_analyses","g/L","WT14","salmon_trial_1"
"3581","0900008800749991","globulin","21.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"3582","0900008800749991","potassium","5.7","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3583","0900008800749991","triglycerides","1.58","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3584","0900008800749991","creatinine","25.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"3585","0900008800749991","lymphocytes_abs","15.4","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3586","0900008800749991","magnesium","1.03","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3587","0900008800749991","urea","0.8","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3588","0900008800749991","calcium","2.82","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3589","0900008800749991","phosphate","3.1","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3590","0900008800749991","albumin","18.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"3591","0900008800749991","monocytes","0.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3592","0900008800749991","alkaline_phosphatase","25.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3593","0900008800749991","creatine_phosphokinase","371.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3594","0900008800749991","glucose","5.02","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3595","0900008800749991","alanine_aminotransferase","3.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3596","0900008800749991","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"3597","0900008800749991","cholesterol","9.7","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3598","0900008800749991","haptoglobin","19.3","plasma","blood_analyses","mg/dL","WT14","salmon_trial_1"
"3599","0900008800749991","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3600","0900008800749991","neutrophils","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3601","0900008800749991","glutamate_dehydrogenase","93.3","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3602","0900008800749991","lymphocytes","99.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3603","0900008800749991","white_blood_cell_count","15.6","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3604","0900008800749991","c-reactive_protein","1.79","plasma","blood_analyses","µg/mL","WT14","salmon_trial_1"
"3605","0900008800749991","cortisol","209.0","plasma","blood_analyses","nmol/L","WT14","salmon_trial_1"
"3606","0900008800749991","prostaglandin_e2","79.4","plasma","blood_analyses","pg/mL","WT14","salmon_trial_1"
"3607","0900008800749991","total_protein","39.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"3608","0900008800749991","neutrophils_abs","0.2","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3609","0900008800749991","sodium","166.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3610","0900008800750005","potassium","4.54","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3611","0900008800750005","aspartate_aminotransferase","191.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3612","0900008800750005","alkaline_phosphatase","17.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3613","0900008800750005","urea","0.7","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3614","0900008800750005","triglycerides","1.03","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3615","0900008800750005","neutrophils_abs","0.0","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3616","0900008800750005","calcium","2.69","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3617","0900008800750005","haematocrit","33.5","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3618","0900008800750005","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"3619","0900008800750005","white_blood_cell_count","23.8","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3620","0900008800750005","creatine_phosphokinase","1126.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3621","0900008800750005","chloride","137.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3622","0900008800750005","globulin","20.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"3623","0900008800750005","haemoglobin","95.0","haematology","blood_analyses","g/L","WT14","salmon_trial_1"
"3624","0900008800750005","magnesium","1.11","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3625","0900008800750005","creatinine","11.0","plasma","blood_analyses","µmol/L","WT14","salmon_trial_1"
"3626","0900008800750005","lymphocytes_abs","23.6","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3627","0900008800750005","glucose","4.99","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3628","0900008800750005","alanine_aminotransferase","2.0","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3629","0900008800750005","monocytes_abs","0.2","haematology","blood_analyses","109/L","WT14","salmon_trial_1"
"3630","0900008800750005","cortisol","376.0","plasma","blood_analyses","nmol/L","WT14","salmon_trial_1"
"3631","0900008800750005","neutrophils","0.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3632","0900008800750005","c-reactive_protein","1.33","plasma","blood_analyses","µg/mL","WT14","salmon_trial_1"
"3633","0900008800750005","albumin","17.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"3634","0900008800750005","glutamate_dehydrogenase","78.1","plasma","blood_analyses","IU/L","WT14","salmon_trial_1"
"3635","0900008800750005","phosphate","2.7","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3636","0900008800750005","total_protein","37.0","plasma","blood_analyses","g/L","WT14","salmon_trial_1"
"3637","0900008800750005","prostaglandin_e2","101.8","plasma","blood_analyses","pg/mL","WT14","salmon_trial_1"
"3638","0900008800750005","cholesterol","7.9","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3639","0900008800750005","haptoglobin","14.95","plasma","blood_analyses","mg/dL","WT14","salmon_trial_1"
"3640","0900008800750005","sodium","165.0","plasma","blood_analyses","mmol/L","WT14","salmon_trial_1"
"3641","0900008800750005","lymphocytes","99.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3642","0900008800750005","monocytes","1.0","haematology","blood_analyses","percentage","WT14","salmon_trial_1"
"3643","0900008800750016","lymphocytes","96.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3644","0900008800750016","creatine_phosphokinase","5875.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3645","0900008800750016","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3646","0900008800750016","albumin","15.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3647","0900008800750016","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3648","0900008800750016","haptoglobin","10.51","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"3649","0900008800750016","creatinine","17.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3650","0900008800750016","neutrophils","4.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3651","0900008800750016","triglycerides","1.24","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3652","0900008800750016","potassium","4.31","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3653","0900008800750016","calcium","2.97","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3654","0900008800750016","lymphocytes_abs","17.5","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3655","0900008800750016","alanine_aminotransferase","6.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3656","0900008800750016","total_protein","39.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3657","0900008800750016","magnesium","1.03","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3658","0900008800750016","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3659","0900008800750016","white_blood_cell_count","18.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3660","0900008800750016","cortisol","176.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"3661","0900008800750016","c-reactive_protein","1.8","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"3662","0900008800750016","glutamate_dehydrogenase","144.9","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3663","0900008800750016","chloride","133.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3664","0900008800750016","cholesterol","11.5","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3665","0900008800750016","sodium","163.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3666","0900008800750016","globulin","24.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3667","0900008800750016","prostaglandin_e2","55.35","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"3668","0900008800750016","haematocrit","43.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3669","0900008800750016","neutrophils_abs","0.7","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3670","0900008800750016","alkaline_phosphatase","38.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3671","0900008800750016","aspartate_aminotransferase","274.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3672","0900008800750016","urea","0.4","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3673","0900008800750016","phosphate","3.74","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3674","0900008800750016","glucose","4.02","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3675","0900008800750075","urea","0.5","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3676","0900008800750075","haptoglobin","16.38","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"3677","0900008800750075","calcium","3.25","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3678","0900008800750075","haematocrit","33.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3679","0900008800750075","glucose","5.53","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3680","0900008800750075","potassium","3.6","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3681","0900008800750075","alanine_aminotransferase","7.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3682","0900008800750075","sodium","175.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3683","0900008800750075","alkaline_phosphatase","32.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3684","0900008800750075","phosphate","3.4","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3685","0900008800750075","lymphocytes","100.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3686","0900008800750075","aspartate_aminotransferase","468.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3687","0900008800750075","albumin","16.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3688","0900008800750075","globulin","23.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3689","0900008800750075","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3690","0900008800750075","creatine_phosphokinase","9655.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3691","0900008800750075","prostaglandin_e2","82.44","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"3692","0900008800750075","triglycerides","1.59","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3693","0900008800750075","neutrophils","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3694","0900008800750075","c-reactive_protein","2.87","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"3695","0900008800750075","cholesterol","10.9","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3696","0900008800750075","lymphocytes_abs","24.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3697","0900008800750075","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3698","0900008800750075","cortisol","521.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"3699","0900008800750075","total_protein","39.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3700","0900008800750075","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3701","0900008800750075","chloride","138.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3702","0900008800750075","neutrophils_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3703","0900008800750075","white_blood_cell_count","24.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3704","0900008800750075","glutamate_dehydrogenase","70.4","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3705","0900008800750075","magnesium","1.13","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3706","0900008800750075","creatinine","10.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3707","0900008800750081","creatinine","27.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3708","0900008800750081","magnesium","1.32","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3709","0900008800750081","cortisol","377.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"3710","0900008800750081","calcium","3.28","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3711","0900008800750081","neutrophils_abs","0.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3712","0900008800750081","neutrophils","1.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3713","0900008800750081","cholesterol","9.5","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3714","0900008800750081","c-reactive_protein","1.01","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"3715","0900008800750081","lymphocytes_abs","23.2","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3716","0900008800750081","creatine_phosphokinase","4350.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3717","0900008800750081","chloride","138.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3718","0900008800750081","lymphocytes","99.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3719","0900008800750081","monocytes","0.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3720","0900008800750081","urea","0.5","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3721","0900008800750081","globulin","26.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3722","0900008800750081","glutamate_dehydrogenase","160.5","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3723","0900008800750081","potassium","3.28","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3724","0900008800750081","total_protein","44.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3725","0900008800750081","alanine_aminotransferase","4.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3726","0900008800750081","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3727","0900008800750081","triglycerides","0.82","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3728","0900008800750081","prostaglandin_e2","84.61","plasma","blood_analyses","pg/mL","WT7","salmon_trial_1"
"3729","0900008800750081","alkaline_phosphatase","28.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3730","0900008800750081","white_blood_cell_count","23.4","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3731","0900008800750081","phosphate","3.8","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3732","0900008800750081","sodium","175.0","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3733","0900008800750081","albumin","17.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3734","0900008800750081","haematocrit","43.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3735","0900008800750081","aspartate_aminotransferase","294.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3736","0900008800750081","monocytes_abs","0.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3737","0900008800750081","glucose","6.59","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3738","0900008800750081","haptoglobin","17.36","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
"3739","0900008800750082","glucose","4.26","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3740","0900008800750082","c-reactive_protein","2.01","plasma","blood_analyses","µg/mL","WT7","salmon_trial_1"
"3741","0900008800750082","neutrophils_abs","2.6","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3742","0900008800750082","monocytes_abs","0.4","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3743","0900008800750082","cholesterol","8.9","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3744","0900008800750082","bilirubin","0.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3745","0900008800750082","alanine_aminotransferase","4.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3746","0900008800750082","aspartate_aminotransferase","206.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3747","0900008800750082","creatinine","20.0","plasma","blood_analyses","µmol/L","WT7","salmon_trial_1"
"3748","0900008800750082","cortisol","327.0","plasma","blood_analyses","nmol/L","WT7","salmon_trial_1"
"3749","0900008800750082","lymphocytes","93.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3750","0900008800750082","creatine_phosphokinase","2540.0","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3751","0900008800750082","total_protein","35.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3752","0900008800750082","glutamate_dehydrogenase","78.2","plasma","blood_analyses","IU/L","WT7","salmon_trial_1"
"3753","0900008800750082","haematocrit","36.0","haematology","blood_analyses","percentage","WT7","salmon_trial_1"
"3754","0900008800750082","globulin","21.0","plasma","blood_analyses","g/L","WT7","salmon_trial_1"
"3755","0900008800750082","triglycerides","0.74","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3756","0900008800750082","white_blood_cell_count","43.0","haematology","blood_analyses","109/L","WT7","salmon_trial_1"
"3757","0900008800750082","phosphate","3.36","plasma","blood_analyses","mmol/L","WT7","salmon_trial_1"
"3758","0900008800750082","haptoglobin","18.72","plasma","blood_analyses","mg/dL","WT7","salmon_trial_1"
